antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'טרוקר אקסל ללא סכין 11 B11LT', 'LIQUIBAND FIX8 טאקר דבק'})",frozenset({'3DMAX LARGE 10.8X16-LEFT'}),0.0624,0.32266666666666666,0.0576,0.9230769230769231,2.8607755880483157,1.0,0.0374656,8.805333333333339,0.6937334091770953,0.1758957654723127,0.8864324651726228,0.550794659885569
"frozenset({'MICROVAL 16X11-RIGHT', 'טאקר-10 סיכות MICROVAL'})",frozenset({'טרוקר ללא סכין 5 NB5STF'}),0.07253333333333334,0.31466666666666665,0.06506666666666666,0.8970588235294116,2.850822532402791,1.0,0.04224284444444444,6.657523809523798,0.6999971719190414,0.2019867549668874,0.8497940032043944,0.5519192422731803
"frozenset({'MICROVAL 16X11-LEFT', 'MICROVAL 16X11-RIGHT', 'טאקר-10 סיכות MICROVAL'})",frozenset({'טרוקר ללא סכין 5 NB5STF'}),0.06933333333333333,0.31466666666666665,0.06186666666666667,0.8923076923076924,2.835723598435463,1.0,0.04004977777777778,6.363809523809527,0.6955834403715049,0.19205298013245034,0.8428614187369052,0.5444589308996088
"frozenset({'MICROVAL 16X11-LEFT', 'טאקר-10 סיכות MICROVAL'})",frozenset({'טרוקר ללא סכין 5 NB5STF'}),0.07146666666666666,0.31466666666666665,0.06346666666666667,0.8880597014925374,2.8222236276245893,1.0,0.0409784888888889,6.1223111111111175,0.6953648777144403,0.19669421487603309,0.83666298855915,0.5448773083733873
"frozenset({'בלון אמצעי T10SB', 'בלון דו צדדי PDBS2', 'LIQUIBAND FIX8 טאקר דבק'})",frozenset({'טרוקר ללא סכין 5 NB5STF'}),0.05973333333333333,0.31466666666666665,0.0528,0.8839285714285714,2.8090950363196128,1.0,0.03400391111111111,5.904410256410255,0.6849264052894228,0.16417910447761197,0.8306350750416898,0.5258625907990315
"frozenset({'בלון אמצעי T10SB', 'LIQUIBAND FIX8 טאקר דבק'})",frozenset({'טרוקר ללא סכין 5 NB5STF'}),0.05973333333333333,0.31466666666666665,0.0528,0.8839285714285714,2.8090950363196128,1.0,0.03400391111111111,5.904410256410255,0.6849264052894228,0.16417910447761197,0.8306350750416898,0.5258625907990315
"frozenset({'MICROVAL 16X11-RIGHT', 'טאקר-10 סיכות MICROVAL'})",frozenset({'טרוקר אקסל ללא סכין 11 B11LT'}),0.07253333333333334,0.32853333333333334,0.06506666666666666,0.8970588235294116,2.730495607333842,1.0,0.04123704888888888,6.522819047619035,0.6833303481367659,0.19365079365079363,0.8466920525160021,0.5475553857906799
"frozenset({'טרוקר אקסל ללא סכין 11 B11LT', 'טאקר-10 סיכות MICROVAL'})",frozenset({'טרוקר ללא סכין 5 NB5STF'}),0.10026666666666667,0.31466666666666665,0.08586666666666666,0.8563829787234042,2.7215560764514963,1.0,0.054316088888888885,4.771950617283949,0.7030562540729806,0.2609400324149108,0.7904420895769516,0.5646321673278037
"frozenset({'MICROVAL 16X11-LEFT', 'MICROVAL 16X11-RIGHT', 'טאקר-10 סיכות MICROVAL'})",frozenset({'טרוקר אקסל ללא סכין 11 B11LT'}),0.06933333333333333,0.32853333333333334,0.06186666666666667,0.8923076923076924,2.716033966033966,1.0,0.03908835555555555,6.235047619047622,0.6788854856239501,0.1841269841269841,0.8396163010936641,0.5403096903096903
"frozenset({'MICROVAL 16X11-LEFT', 'טאקר-10 סיכות MICROVAL'})",frozenset({'טרוקר אקסל ללא סכין 11 B11LT'}),0.07146666666666666,0.32853333333333334,0.06346666666666667,0.8880597014925374,2.703103799185889,1.0,0.03998748444444445,5.998435555555562,0.678548501537318,0.18858954041204437,0.8332898652092992,0.5406207598371778
"frozenset({'בלון דו צדדי PDBS2', 'LIQUIBAND FIX8 טאקר דבק'})",frozenset({'טרוקר ללא סכין 5 NB5STF'}),0.06453333333333333,0.31466666666666665,0.0544,0.8429752066115702,2.6789466311808376,1.0,0.03409351111111111,4.364491228070174,0.6699532720727973,0.16748768472906403,0.7708782197639643,0.5079282812718868
frozenset({'MICROVAL 16X11-RIGHT'}),frozenset({'טרוקר ללא סכין 5 NB5STF'}),0.0864,0.31466666666666665,0.07253333333333334,0.8395061728395062,2.6679221594475835,1.0,0.04534613333333334,4.270153846153848,0.684299989698156,0.2207792207792208,0.7658164000576453,0.5350073237078887
